fixture_id,gender,disc_id,match_no,match_day,match_date,match_time,end_time,round_name,group_id,team1_dist_id,team2_dist_id,venue,result
426,2,6,Court-1,Day-3,NULL,NULL,NULL,NULL,1,30,19,NULL,NULL
427,1,6,Court-1,Day-3,NULL,NULL,NULL,NULL,2,19,29,NULL,NULL
428,2,6,Court-1,Day-3,NULL,NULL,NULL,NULL,2,33,2,NULL,NULL
429,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,3,22,27,NULL,NULL
430,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,3,29,28,NULL,NULL
431,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,4,13,16,NULL,NULL
432,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,4,6,12,NULL,NULL
433,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,5,24,31,NULL,NULL
434,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,5,27,3,NULL,NULL
435,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,6,20,23,NULL,NULL
436,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,6,9,25,NULL,NULL
437,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,7,10,7,NULL,NULL
438,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,7,24,16,NULL,NULL
439,1,6,Court-2,Day-3,NULL,NULL,NULL,NULL,8,6,14,NULL,NULL
440,2,6,Court-2,Day-3,NULL,NULL,NULL,NULL,8,10,7,NULL,NULL
446,1,19,M-1,Day-1,NULL,07:00,07:40,NULL,1,20,28,NULL,NULL
447,1,19,M-2,Day-1,NULL,07:00,07:40,NULL,2,11,29,NULL,NULL
449,1,19,M-3,Day-1,NULL,07:00,07:40,NULL,3,21,24,NULL,NULL
450,1,19,M-4,Day-1,NULL,07:00,07:40,NULL,4,26,25,NULL,NULL
452,1,19,M-5,Day-1,NULL,07:50,08:30,NULL,1,9,18,NULL,NULL
453,1,19,M-15,Day-1,NULL,15:30,16:10,NULL,5,19,8,NULL,NULL
454,1,19,M-16,Day-1,NULL,15:30,16:10,NULL,6,22,31,NULL,NULL
455,1,19,M-17,Day-1,NULL,16:20,17:00,NULL,7,27,10,NULL,NULL
456,1,19,M-18,Day-1,NULL,16:20,17:00,NULL,8,5,23,NULL,NULL
457,1,19,M-19,Day-1,NULL,16:20,17:00,NULL,1,4,28,NULL,NULL
458,1,19,M-21,Day-1,NULL,17:10,17:50,NULL,1,9,20,NULL,NULL
459,1,19,M-22,Day-1,NULL,17:10,17:50,NULL,2,11,12,NULL,NULL
460,1,19,M-23,Day-1,NULL,17:10,17:50,NULL,3,21,33,NULL,NULL
461,1,19,M-24,Day-1,NULL,17:10,17:50,NULL,4,26,15,NULL,NULL
462,1,19,M-29,Day-1,NULL,18:50,19:30,NULL,5,19,6,NULL,NULL
463,1,19,M-30,Day-1,NULL,18:50,19:30,NULL,6,22,16,NULL,NULL
464,1,19,M-31,Day-1,NULL,18:50,19:30,NULL,7,27,14,NULL,NULL
465,1,19,M-32,Day-1,NULL,18:50,19:30,NULL,8,5,3,NULL,NULL
466,1,19,M-37,Day-1,NULL,20:30,21:10,NULL,1,4,18,NULL,NULL
467,1,19,M-38,Day-1,NULL,20:30,21:10,NULL,2,17,29,NULL,NULL
468,1,19,M-39,Day-1,NULL,20:30,21:10,NULL,3,2,24,NULL,NULL
469,1,19,M-40,Day-1,NULL,20:30,21:10,NULL,4,7,25,NULL,NULL
470,2,19,M-6,DAY-1,NULL,07:50,08:30,NULL,1,27,3,NULL,NULL
472,1,19,M-45,Day-2,NULL,08:50,09:30,NULL,5,1,8,NULL,NULL
474,1,19,M-46,Day-2,NULL,08:50,09:30,NULL,6,30,31,NULL,NULL
475,2,19,M-9,DAY-1,NULL,08:40,09:20,NULL,4,5,28,NULL,NULL
476,1,19,M-47,Day-2,NULL,08:50,09:30,NULL,7,32,10,NULL,NULL
477,1,19,M-48,Day-2,NULL,08:50,09:30,NULL,8,13,23,NULL,NULL
478,2,19,M-7,DAY-1,NULL,07:50,08:30,NULL,2,25,10,NULL,NULL
479,1,19,M-54,Day-2,NULL,10:20,11:00,NULL,1,9,28,NULL,NULL
480,2,19,M-8,DAY-1,NULL,07:50,08:30,NULL,3,20,11,NULL,NULL
481,1,19,M-55,Day-2,NULL,10:20,11:00,NULL,2,29,12,NULL,NULL
482,2,19,M-10,DAY-1,NULL,08:40,09:20,NULL,1,9,6,NULL,NULL
483,2,19,M-11,DAY-1,NULL,08:40,09:20,NULL,5,8,13,NULL,NULL
484,2,19,M-12,DAY-1,NULL,08:40,09:20,NULL,6,19,12,NULL,NULL
485,1,19,M-56,Day-2,NULL,10:20,11:00,NULL,3,24,33,NULL,NULL
486,2,19,M-13,DAY-1,NULL,15:30,16:10,NULL,7,17,18,NULL,NULL
487,1,19,M-57,Day-2,NULL,11:10,11:50,NULL,4,25,15,NULL,NULL
488,2,19,M-14,DAY-1,NULL,15:30,16:10,NULL,8,22,24,NULL,NULL
489,1,19,M-58,Day-2,NULL,11:10,11:50,NULL,1,18,20,NULL,NULL
490,2,19,M-20,DAY-1,NULL,16:20,17:00,NULL,1,33,3,NULL,NULL
491,1,19,M-63,Day-2,NULL,15:30,16:10,NULL,5,8,6,NULL,NULL
492,2,19,M-25,DAY-1,NULL,18:00,18:40,NULL,1,9,27,NULL,NULL
493,1,19,M-64,Day-2,NULL,15:30,16:10,NULL,6,31,16,NULL,NULL
494,2,19,M-26,DAY-1,NULL,18:00,18:40,NULL,2,25,29,NULL,NULL
495,1,19,M-65,Day-2,NULL,16:20,17:00,NULL,7,10,14,NULL,NULL
496,2,19,M-27,DAY-1,NULL,18:00,18:40,NULL,3,20,16,NULL,NULL
497,1,19,M-66,Day-2,NULL,16:20,17:00,NULL,8,23,3,NULL,NULL
498,2,19,M-28,DAY-1,NULL,06:00,06:40,NULL,4,5,2,NULL,NULL
499,1,19,M-71,Day-2,NULL,17:10,17:50,NULL,1,4,9,NULL,NULL
500,1,19,M-72,Day-2,NULL,17:10,17:50,NULL,2,17,11,NULL,NULL
501,1,19,M-73,Day-2,NULL,18:00,18:40,NULL,3,2,21,NULL,NULL
502,1,19,M-74,Day-2,NULL,18:00,18:40,NULL,4,7,26,NULL,NULL
503,1,19,M-83,Day-2,NULL,19:40,20:20,NULL,5,1,19,NULL,NULL
504,1,19,M-84,Day-2,NULL,19:40,20:20,NULL,6,30,22,NULL,NULL
505,1,19,M-85,Day-2,NULL,08:30,09:10,NULL,7,32,27,NULL,NULL
506,1,19,M-86,Day-2,NULL,08:30,09:10,NULL,8,13,5,NULL,NULL
507,1,19,M-87,Day-2,NULL,08:30,09:10,NULL,1,18,28,NULL,NULL
508,1,19,M-89,Day-3,NULL,07:30,08:10,NULL,5,1,6,NULL,NULL
509,1,19,M-90,Day-3,NULL,07:30,08:10,NULL,6,30,16,NULL,NULL
510,1,19,M-91,Day-3,NULL,07:30,08:10,NULL,7,32,14,NULL,NULL
511,1,19,M-92,Day-3,NULL,07:30,08:10,NULL,8,13,3,NULL,NULL
512,1,19,M-101,Day-3,NULL,10:20,11:00,NULL,1,4,20,NULL,NULL
513,1,19,M-102,Day-3,NULL,10:20,11:00,NULL,2,17,12,NULL,NULL
514,1,19,M-103,Day-3,NULL,10:20,11:00,NULL,3,2,33,NULL,NULL
515,1,19,M-104,Day-3,NULL,10:20,11:00,NULL,4,7,15,NULL,NULL
516,2,19,M-33,Day-1,NULL,19:40,20:20,NULL,5,8,30,NULL,NULL
517,2,19,M-34,Day-1,NULL,19:40,20:20,NULL,6,19,32,NULL,NULL
518,2,19,M-35,Day-1,NULL,19:40,20:20,NULL,7,17,14,NULL,NULL
519,2,19,M-36,Day-1,NULL,19:40,20:20,NULL,8,22,7,NULL,NULL
520,2,19,M-41,DAY-2,NULL,07:30,08:10,NULL,1,33,6,NULL,NULL
521,2,19,M-42,DAY-2,NULL,07:30,08:10,NULL,2,4,10,NULL,NULL
522,2,19,M-43,DAY-2,NULL,07:30,08:10,NULL,3,23,11,NULL,NULL
523,2,19,M-44,DAY-2,NULL,07:30,08:10,NULL,4,1,28,NULL,NULL
524,2,19,M-49,DAY-2,NULL,09:40,10:10,NULL,5,15,13,NULL,NULL
525,2,19,M-50,DAY-2,NULL,09:40,10:10,NULL,6,31,12,NULL,NULL
526,2,19,M-51,DAY-2,NULL,09:40,10:10,NULL,7,26,18,NULL,NULL
527,2,19,M-52,DAY-2,NULL,09:40,10:10,NULL,8,21,24,NULL,NULL
528,2,19,M-53,DAY-2,NULL,10:20,11:00,NULL,1,9,3,NULL,NULL
529,2,19,M-59,DAY-2,NULL,11:10,11:50,NULL,2,10,29,NULL,NULL
530,2,19,M-60,DAY-2,NULL,11:10,11:50,NULL,3,11,16,NULL,NULL
531,2,19,M-61,DAY-2,NULL,15:30,16:10,NULL,4,28,2,NULL,NULL
532,2,19,M-62,DAY-2,NULL,15:30,16:10,NULL,1,6,27,NULL,NULL
533,2,19,M-67,DAY-2,NULL,16:20,17:00,NULL,5,13,30,NULL,NULL
534,2,19,M-68,DAY-2,NULL,16:20,17:00,NULL,6,12,32,NULL,NULL
535,2,19,M-69,DAY-2,NULL,17:10,17:50,NULL,7,18,14,NULL,NULL
536,2,19,M-70,DAY-2,NULL,17:10,17:50,NULL,8,24,7,NULL,NULL
537,2,19,M-75,DAY-2,NULL,18:00,18:40,NULL,1,33,9,NULL,NULL
538,2,19,M-76,DAY-2,NULL,18:00,18:40,NULL,2,4,25,NULL,NULL
539,2,19,M-77,DAY-2,NULL,18:50,19:30,NULL,3,23,20,NULL,NULL
540,2,19,M-78,DAY-2,NULL,06:50,07:30,NULL,4,1,5,NULL,NULL
541,2,19,M-79,DAY-2,NULL,18:50,19:30,NULL,5,15,8,NULL,NULL
542,2,19,M-80,DAY-2,NULL,18:50,19:30,NULL,6,31,19,NULL,NULL
543,2,19,M-81,DAY-2,NULL,19:40,20:20,NULL,7,26,17,NULL,NULL
544,2,19,M-82,DAY-2,NULL,19:40,20:20,NULL,8,21,22,NULL,NULL
545,2,19,M-88,DAY-2,NULL,08:30,09:10,NULL,1,6,3,NULL,NULL
546,2,19,M-93,DAY-3,NULL,08:50,09:30,NULL,5,15,30,NULL,NULL
547,2,19,M-94,DAY-3,NULL,08:50,09:30,NULL,6,31,32,NULL,NULL
548,2,19,M-95,DAY-3,NULL,08:50,09:30,NULL,7,26,14,NULL,NULL
549,2,19,M-96,DAY-3,NULL,08:50,09:30,NULL,8,21,7,NULL,NULL
550,2,19,M-97,DAY-3,NULL,09:40,10:10,NULL,1,33,27,NULL,NULL
551,2,19,M-98,DAY-3,NULL,09:40,10:10,NULL,2,4,29,NULL,NULL
552,2,19,M-99,DAY-3,NULL,09:40,10:10,NULL,3,23,16,NULL,NULL
553,2,19,M-100,DAY-3,NULL,09:40,10:10,NULL,4,1,2,NULL,NULL
554,1,27,M-1,DAY-1,NULL,NULL,NULL,NULL,1,4,28,NULL,NULL
555,1,27,M-2,DAY-1,NULL,NULL,NULL,NULL,2,1,22,NULL,NULL
556,1,27,M-3,DAY-1,NULL,NULL,NULL,NULL,3,3,7,NULL,NULL
557,1,27,M-4,DAY-1,NULL,NULL,NULL,NULL,4,16,17,NULL,NULL
558,1,27,M-5,DAY-1,NULL,NULL,NULL,NULL,5,16,24,NULL,NULL
559,1,27,M-6,DAY-1,NULL,NULL,NULL,NULL,6,26,20,NULL,NULL
560,1,27,M-7,DAY-1,NULL,NULL,NULL,NULL,7,32,25,NULL,NULL
561,1,27,M-8,DAY-1,NULL,NULL,NULL,NULL,8,23,10,NULL,NULL
562,1,27,M-9,DAY-1,NULL,NULL,NULL,NULL,1,4,34,NULL,NULL
563,1,27,M-10,DAY-1,NULL,NULL,NULL,NULL,2,1,6,NULL,NULL
564,1,27,M-11,DAY-1,NULL,NULL,NULL,NULL,3,3,2,NULL,NULL
565,1,27,M-12,DAY-1,NULL,NULL,NULL,NULL,4,16,5,NULL,NULL
566,1,27,M-13,DAY-2,NULL,NULL,NULL,NULL,5,16,12,NULL,NULL
567,1,27,M-14,DAY-2,NULL,NULL,NULL,NULL,6,26,13,NULL,NULL
568,1,27,M-15,DAY-2,NULL,NULL,NULL,NULL,7,32,15,NULL,NULL
569,1,27,M-16,DAY-2,NULL,NULL,NULL,NULL,8,23,34,NULL,NULL
570,1,27,M-17,DAY-2,NULL,NULL,NULL,NULL,1,28,34,NULL,NULL
571,1,27,M-18,DAY-2,NULL,NULL,NULL,NULL,2,22,6,NULL,NULL
572,1,27,M-19,DAY-2,NULL,NULL,NULL,NULL,3,7,2,NULL,NULL
573,1,27,M-20,DAY-2,NULL,NULL,NULL,NULL,4,17,5,NULL,NULL
574,1,27,M-21,DAY-2,NULL,NULL,NULL,NULL,5,24,12,NULL,NULL
575,1,27,M-22,DAY-2,NULL,NULL,NULL,NULL,6,20,13,NULL,NULL
576,1,27,M-23,DAY-2,NULL,NULL,NULL,NULL,7,25,15,NULL,NULL
577,2,5,1,"Day 1",NULL,NULL,NULL,NULL,1,23,28,NULL,NULL
578,1,27,M-24,DAY-2,NULL,NULL,NULL,NULL,8,10,34,NULL,NULL
579,2,5,M-2,"Day 1",NULL,NULL,NULL,NULL,2,14,27,NULL,NULL
580,2,5,M-3,"Day 1",NULL,NULL,NULL,NULL,3,10,13,NULL,NULL
581,2,5,M-4,"Day 1",NULL,NULL,NULL,NULL,4,20,12,NULL,NULL
582,2,5,M-5,"Day 1",NULL,NULL,NULL,NULL,5,26,29,NULL,NULL
583,2,5,M-6,"Day 1",NULL,NULL,NULL,NULL,6,1,7,NULL,NULL
584,2,5,"M- 7","Day 1",NULL,NULL,NULL,NULL,7,3,22,NULL,NULL
585,2,5,M-8,"Day 1",NULL,NULL,NULL,NULL,8,4,24,NULL,NULL
586,2,5,M-9,"Day 1",NULL,NULL,NULL,NULL,1,23,16,NULL,NULL
587,2,5,M-10,"Day 1",NULL,NULL,NULL,NULL,2,14,32,NULL,NULL
588,2,5,M-11,"Day 1",NULL,NULL,NULL,NULL,3,10,2,NULL,NULL
589,2,5,M-12,"Day 1",NULL,NULL,NULL,NULL,4,20,6,NULL,NULL
590,2,5,M-13,"Day 1",NULL,NULL,NULL,NULL,5,26,17,NULL,NULL
591,2,5,M-14,"Day 1",NULL,NULL,NULL,NULL,6,1,15,NULL,NULL
592,2,5,M-15,"Day 1",NULL,NULL,NULL,NULL,7,3,9,NULL,NULL
593,2,5,M-16,"Day 1",NULL,NULL,NULL,NULL,8,4,21,NULL,NULL
594,2,5,M-17,"Day 1",NULL,NULL,NULL,NULL,1,28,16,NULL,NULL
595,2,5,"M- 18","Day 1",NULL,NULL,NULL,NULL,2,27,32,NULL,NULL
596,2,5,M-19,"Day 1",NULL,NULL,NULL,NULL,3,13,2,NULL,NULL
597,2,5,M-20,"Day 1",NULL,NULL,NULL,NULL,4,12,6,NULL,NULL
598,2,5,M-21,"Day 1",NULL,NULL,NULL,NULL,5,29,17,NULL,NULL
599,2,5,"M- 22","Day 1",NULL,NULL,NULL,NULL,6,7,15,NULL,NULL
600,2,5,M-23,"Day 1",NULL,NULL,NULL,NULL,7,22,9,NULL,NULL
601,2,5,M-24,"Day 1",NULL,NULL,NULL,NULL,8,24,21,NULL,NULL
602,2,27,M-1,DAY-1,NULL,NULL,NULL,NULL,1,23,13,NULL,NULL
603,2,27,M-2,DAY-1,NULL,NULL,NULL,NULL,2,4,17,NULL,NULL
604,2,27,M-3,DAY-1,NULL,NULL,NULL,NULL,3,14,25,NULL,NULL
605,2,27,M-4,DAY-1,NULL,NULL,NULL,NULL,4,16,15,NULL,NULL
606,2,27,M-5,DAY-1,NULL,NULL,NULL,NULL,5,3,10,NULL,NULL
607,2,27,M-6,DAY-1,NULL,NULL,NULL,NULL,6,5,1,NULL,NULL
608,2,27,M-7,DAY-1,NULL,NULL,NULL,NULL,7,32,22,NULL,NULL
609,2,27,M-8,DAY-1,NULL,NULL,NULL,NULL,8,28,6,NULL,NULL
610,2,27,M-9,DAY-1,NULL,NULL,NULL,NULL,1,23,34,NULL,NULL
611,1,5,M-1,"Day 1",NULL,NULL,NULL,NULL,1,4,22,NULL,NULL
612,1,5,M-2,"Day 2",NULL,NULL,NULL,NULL,2,3,10,NULL,NULL
613,2,27,M-10,DAY-1,NULL,NULL,NULL,NULL,2,4,7,NULL,NULL
614,1,5,M-3,"Day 3",NULL,NULL,NULL,NULL,3,23,14,NULL,NULL
615,1,5,M-4,"Day 1",NULL,NULL,NULL,NULL,4,13,5,NULL,NULL
616,2,27,M-11,DAY-1,NULL,NULL,NULL,NULL,3,14,2,NULL,NULL
617,2,27,M-12,DAY-1,NULL,NULL,NULL,NULL,4,16,20,NULL,NULL
618,1,5,M-5,"Day 1",NULL,NULL,NULL,NULL,5,17,12,NULL,NULL
619,1,5,M-6,"Day 1",NULL,NULL,NULL,NULL,6,16,24,NULL,NULL
620,1,5,M-7,"Day 1",NULL,NULL,NULL,NULL,7,28,20,NULL,NULL
621,2,27,M-13,DAY-2,NULL,NULL,NULL,NULL,5,3,12,NULL,NULL
622,1,5,M-8,"Day 1",NULL,NULL,NULL,NULL,8,26,29,NULL,NULL
623,2,27,M-14,DAY-2,NULL,NULL,NULL,NULL,6,5,24,NULL,NULL
624,1,5,M-9,"Day 1",NULL,NULL,NULL,NULL,1,4,15,NULL,NULL
625,1,5,M-10,"Day 1",NULL,NULL,NULL,NULL,2,3,2,NULL,NULL
626,1,5,M-11,"Day 1",NULL,NULL,NULL,NULL,3,23,6,NULL,NULL
627,2,27,M-14,DAY-2,NULL,NULL,NULL,NULL,6,5,24,NULL,NULL
628,1,5,M-12,"Day 1",NULL,NULL,NULL,NULL,4,13,9,NULL,NULL
629,1,5,M-13,"Day 1",NULL,NULL,NULL,NULL,5,17,21,NULL,NULL
630,2,27,M-15,DAY-2,NULL,NULL,NULL,NULL,7,32,26,NULL,NULL
631,1,5,M-14,"Day 1",NULL,NULL,NULL,NULL,6,16,1,NULL,NULL
632,2,27,M-16,DAY-2,NULL,NULL,NULL,NULL,8,28,34,NULL,NULL
633,2,27,M-17,DAY-2,NULL,NULL,NULL,NULL,1,13,34,NULL,NULL
634,1,5,M-15,"Day 1",NULL,NULL,NULL,NULL,7,28,7,NULL,NULL
635,2,27,M-18,DAY-2,NULL,NULL,NULL,NULL,2,17,7,NULL,NULL
636,1,5,M-16,"Day 1",NULL,NULL,NULL,NULL,8,26,27,NULL,NULL
637,1,5,M-17,"Day 1",NULL,NULL,NULL,NULL,1,22,15,NULL,NULL
638,2,27,M-19,DAY-2,NULL,NULL,NULL,NULL,3,25,2,NULL,NULL
639,1,5,M-18,"Day 1",NULL,NULL,NULL,NULL,2,10,2,NULL,NULL
640,2,27,M-20,DAY-2,NULL,NULL,NULL,NULL,4,15,20,NULL,NULL
641,1,5,"M- 20","Day 1",NULL,NULL,NULL,NULL,3,14,6,NULL,NULL
642,2,27,M-21,DAY-2,NULL,NULL,NULL,NULL,5,10,12,NULL,NULL
643,1,5,M-20,"Day 1",NULL,NULL,NULL,NULL,4,5,9,NULL,NULL
644,2,27,M-22,DAY-2,NULL,NULL,NULL,NULL,6,1,24,NULL,NULL
645,1,5,M-21,"Day 1",NULL,NULL,NULL,NULL,5,12,21,NULL,NULL
646,1,5,M-22,"Day 1",NULL,NULL,NULL,NULL,6,24,12,NULL,NULL
647,2,27,M-23,DAY-2,NULL,NULL,NULL,NULL,7,22,26,NULL,NULL
648,1,5,M-23,"Day 1",NULL,NULL,NULL,NULL,7,20,7,NULL,NULL
649,1,5,M-24,"Day 1",NULL,NULL,NULL,NULL,8,29,27,NULL,NULL
650,2,27,M-24,DAY-2,NULL,NULL,NULL,NULL,8,6,34,NULL,NULL
